,Filenumber,Answer
324,6159,हमारी दोस्त उत्तर प्रदेश से पूछ रहे हैं कि योनी की गहराई कितनी होती है यह कहना मुश्किल है कि गहराई कितनी होती हैं अलग-अलग औरतो का शरीर अलग अलग होता है लेकिन एवरेज सलमान की चने सो बिटवीन तकरीबन 18 इंच से लेकर 6 इंच तक आदेश में आ जाता है और इसके अंदर पीछे आगे पीछे कुछ भी हो सकता है ठीक है ना लेकिन फिर भी पता लगाना मुश्किल है क्योंकि जैसे मैंने कहा हर औरत की बनावट औरत की योनि की गहराई अलग होती है उसका कितना मोटा है कितना पतला है वह भी बिल्कुल जैसे लिंग लिंग कितना मोटा कितना बदला कितना लंबा आदमी का अलग अलग होता है ना बिल्कुल औरतों का भी वैसे ही है योनि का दोस्त हूं आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
325,1150,सेक्स करते वक्त करें कि लिंग में दर्द होता है कि कुछ उपाय बताइए दर्द होता है आपने यह नहीं बताया क्यों हो रहा है या किस वक्त लिंग में बहुत टाइटनेस आता है ना जिसमें बहुत जोर से तनाव आता है तीसरा बात है तू ही किस्म का जकड़न आप कह सकते हैं नहीं है तब आपको तकलीफ महसूस नहीं तो कहीं ऐसा तो नहीं है कि योनि का सूखापन का एक ही वजह हो सकती है वही है कि लड़की ठीक तरह से उत्तेजित को भी दर्द होगा और आपको भी हो सब तेरी तो आपको उसकी उत्तेजना पर काम करना है उनके घर में चिकनाई आनी चाहिए कोई संदेश है कि लड़की को भी सेक्स अच्छा लग रहा है पतला करने के लिए कंडोम देख लीजिए चिकना पदार्थ मिलता है मार्केट में केवल चढ़ी रिजल्ट कितने नाम होते हैं व्हाट्सएप लुब्रिकेंट जिसको हम कहते हैं आपको भी इस्तेमाल कर सकते हैं दोस्तों अगर आपको इस बाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
326,1144,आज मेरा सबसे पहले आया है बिहार से और हमारी दोस्त पूछ रहे हैं कि लिंग बड़ा क्यों नहीं हो रहा है उसको कैसे बड़ा करना है बताइए अरे बड़ा करने की कोई विधि थोड़ी होती है इसमें आप कुछ भी कर दीजिए साइज होता है चाहे छाती का हो चाहे गुप्तांगों का होता है जिसकी फैमिली में आपकी हाइट की एक हिस्ट्री है तो आप तो नहीं सकते ना कुछ तेरे से अगर आपकी शादी में आप की बॉडी की शेप की कोई हिस्ट्री है तो आप एकदम अलग तो नहीं बन सकते तो कुछ भी कर लो कुछ भी खा लो पी लो उसकी मालिश कर लो कुछ भी कर लो लिंग का साइज बड़ा होने वाला है भैया अगर यह हो कि बड़ा है तो बेहतर है जो टीवी में काम करता है आपको सब कुछ ठीक नजर आता है इसीलिए आप लिंग बड़ा होने का क्या अर्थ है आपको अपना अंदाज अच्छा करना है साइड से कोई फर्क नहीं मैं बता दूं अभी अपनी फोन में नंबर 5 दबाएं
327,1178,दिल्ली से हमारी ग्रोथ पूछ रही है क्या जानवरों के साथ सेक्स किया जा सकता है करने वाले तो करते हैं लेकिन जी बहुत है जानवर है वह करने के लिए नहीं है मनुष्य जाति के साथ तो कम से कम नहीं है तो कम से कम जो मेरे को तो पीछा छोड़ दीजिए और उनके उनके पीछे से बात पर यह स्कूल का काम है ना कोई सहमति है ना कोई ऐसी और जाने को बहुत तकलीफ होती है ऐसी बातें जो आप सब से विनती है कि जो लोग ऐसे करते हैं उनको भी रोकी और कुछ तो क्या कुछ भी मत ठीक है दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अपनी फोन नंबर 5 दबाएं
328,198,हमारी दोस्त बोल रही हैं कि यह कैसे पता चलेगा कि प्रेमिका भैया अभी भी जो है वह सेक्स में संतुष्ट है यह बताइए कि आप क्योंकि वह तेजी से शरीर से पानी ने आता है तो हम समझ जाते हैं लेकिन उससे पहले फीलिंग होती है ना उससे बॉडी में कुछ चेंज हो जाते हैं उस तरह से ही महिला के शरीर में भी कुछ इन जाते हैं प्लीज हमको ढूंढते नहीं हैं हम उसके लिए रैली नहीं रहते हैं तो पैसा अपने पापा की बॉडी को जान लीजिए कातिया की बारी में क्या चीन जा रहा है वह किस चीज के लिए जा कहीं भी डिमांड कर रही है या नहीं जो भी है ना तो तुम को समझने की कोशिश कीजिए और उसके हिसाब से आपको भी धीरे-धीरे अंदाजा हो जाएगा कि इस आखिरी में क्या पसंद करती हैं उन्हें क्या अच्छा लगता है आपको मालूम पड़ जाएगा इसके अलावा आप क्यों नहीं पूछते कि कैसे लगा जी और क्या पसंद करेंगे और क्या आपको अच्छा लगता है क्या मैं यह और करना इत्यादि इत्यादि आज का ऐसा उनसे बात करने की कोशिश करेंगे तो शायद दे दी कुछ कुछ बताना शुरू करें ठीक है ना जिससे हम सेक्स करते हैं हमें उनके साथ कुछ शर्म करने की जरूरत नहीं होनी चाहिए हमें खुल के बात करनी है सेक्स के बारे में चर्चा करनी है उसको मजेदार आनंददायक विधायक पति के साथ बनाना है और देखें अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
329,1193,हमारे दोस्त से वह कह रहे हैं कि उनका जो लिंग है वह खड़ा नहीं होता है कोई उपाय बताइए आप भी वाराणसी से बोल रहे हैं चाय बना दो भाई बैठकर बात करते हैं इसके बारे में कि भाई मेरा तो खड़ा नहीं हो रहा तुम्हारा हो रहा है क्या कुछ अजीब सी बात है जानकारी हासिल करने का अच्छा तरीका है सकता है कोई मेडिकल प्रॉब्लम हो सकती है ना कोई भी वजह हो सकती है तो आपको अभी चिंता मत लीजिए अगर बिल्कुल भी नहीं हो रहा है और कुछ लंबा अरसा हो गया तो फिर तो आपको एक डॉक्टर से जांच करवानी होगी दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
330,1187,मुंबई से हमारी दोस्त पूछ रहे हैं कि भाई एक तरफा प्यार हो तो क्या करें हो हो हो हो ना पता है तू शक्ति मैंने पहले भी कहा और बार-बार गुंजन यही बोलती है क्या कि दोस्ती डालो यार बाद में कर लेना आप उनकी तरह तू ही बात बनी आकर्षित वाली बात इंटिमेसी वाली बात रोमांस वाली बात अगर नहीं है तो फिर आप अच्छे दोस्त ही अच्छे हैं कोशिश कीजिए बाद में दोस्ती पहले ओके दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी तो अपने फोन में नंबर 5 दबाएं
331,167,क्या पीछे से सेक्स कर सकते हैं हमारे दोस्त पूछे उसे प्रदेश से मैं सोच रही हूं कि आप से कहती थी तब गुदाद्वार हमारी दुआ की बात करें कि गुदामैथुन की बात करें कर सकते हैं कोई भी सेक्स चाहिए आपका एस लोंग एस घोषित हो आप की पाठ्य की फुल सहमति होनी चाहिए रजामंदी होनी चाहिए उनकी रजामंदी के बगैर आप सोच भी नहीं सकते कि मेरे मन में है तो मैं करूंगा ऐसा कुछ नहीं होता तो आप किसी का भी नाम रजामंदी कि आप उनके हाथ भी नहीं तेरा भी तो बहुत ही दूर की बात है तो यदि पार्टनर एग्रीमेंट में है यदि उनको ठीक लगता है तो कंडोम का इस्तेमाल करते हुए आप बता में चर्चा कर सकते हैं दोस्तों अगर आपको इस सवाल का जवाब बस तू अभी अपने फोन में नंबर 5 दबाएं
332,1352,हमारे शता पूछ रहे हैं कि पीड़ित कितने दिनों के बाद सेक्स करने से लड़की गर्भवती नहीं होगी बड़ा मुश्किल सवाल है मैं तेरी हूं जवाब आपको लेकिन यह पूरा लड़की के मेंस्ट्रूअल साइकिल एमसी जिसको आप कहते हैं ना उसको दे कौन कहता है कि यदि उनका एमसी हर महीने सही और निर्धारित समय पर आता है या नहीं यानी कि 28 दिन के 11:00 पर या 30 या अगर ऐसा है हर महीने ऐसा हो रहा है ऐसा नहीं है ना तो फिर यह सिस्टम वैसे भी यह सबसे बड़ा कुछ इतना अच्छा सिस्टम नहीं है आपको बता दूं कि यह जो सिस्टम जिसको आप मुझे मेथड बोलते हैं कैलेंडर मेथड बोलते हैं कि आपने आप में केवल 30% इसकी सफलता है 70% पेन तो आप उसे कितने दिनों के बाद जिस दिन पीड़ा आता है उस दिन से हम 14 दिन आगे गिनते हैं 2 दिन पहले 2 दिन बाद यानी कि 12 दिन से 16 दिन तक आप सेक्स नहीं बनाएंगे या अगर करेंगे तो कंडोम का यूज़ करेंगे ठीक है तो वहां पर ज्यादा चांस रहते हैं गर्भवती होने के लिए कि मैं अभी से आपको बता रहे हो हर महीने यह साइकिल चेंज होता रहेगा है ना क्योंकि अगर 28 दिन का साइकिल तो 2 दिन पहले आ जाएगा फिर आपको कारपोरेशन करनी है तो यह बड़ा ही मुश्किल साइकिल है अगर आप जाना चाहते हैं तो आजकल इंटरनेट पर बहुत सारे वेबसाइट मिल गए हैं आप उसमें फर्टाइल डेज डाल दीजिए ओवुलेशन काल में डाल दीजिए उसे अपडेट डाल दीजिए देखिए डेट जानी पड़ेगी आपको पता चल जाएगा मैं फिर भी किया रे अपने आप में यह बिल्कुल सही तरीका नहीं है कौन है उसकी जांच कीजिए दोनों को टेंशन नहीं है बहुत से आप कर सकते हैं दोस्तों इस सवाल का जवाब पसंद आया तो अब अपनी फोन नंबर 5 दबाएं
333,1346,पटना से हमारी दोस्त हैं कि लिंग में तनाव आता रहता है बहुत बार और वह कहने की क्या दिन में तीन चार बार सेक्स करना सही है या नहीं किसकी से ही आपके लिए सही होगा नहीं तो पातर है उनसे भी पूछ डीजे कि उनके लिए सही है कि नहीं तो यह तो नहीं हो सकता ना एकतरफा मामला कि आप दिन में तीन चार बार सेक्स करने के लिए रेडी हो जाए और आत्मा के लिए बहुत थक आने वाली है आने वाली है बिल्कुल दिलचस्पी ना होने वाली बात हो है ना तो सिर्फ अपने बारे में नहीं सोच रहे हैं लेकिन अगर आप करने का एंड लांगेस्ट पाटनर आपके साथ हो सहमत हो सहमति देती हो इसमें आपके साथ शामिल हो देते हो जो भी जिसके साथ बात करें कि आप क्या करना चाहते हैं ऑडियो केवल अपनी बात नहीं आप को सबसे जरूरी है अपने पार्टनर के बारे में सोचना दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
334,1226,महाराष्ट्र से हमारे दोस्त उसे कि वीर्य जो है वह हमेशा नहीं गिरता है इसका कोई उपाय बताइए कोई बात नहीं होती रहती है ओहो आप हमारे यहां पर एक व्यक्ति हैं जिनके पास एक बहुत बड़ी बाइक है जिन्हें आस-पास के लड़के बोलते हैं धूम बाइक बाइक बहुत बड़ी है लंबी चौड़ी है एनीवे हम आपके साथ हैं वीरे के ऊपर जो हुआ के नहीं भी आता है नहीं बिगड़ता उसमें आपको तनाव उसको बहुत जितना कभी कभी आएगा कभी कभी ना दिया है तो कोई बात ही डिपेंड करता है कि अगर स्वप्नदोष हुआ है या अपने हाथ से तुम किया है या पहले सेक्स कर चुकी तो अगली बार कम होगा अगली बार उससे भी कम होगा इस तरह से चिंता मत कीजिए अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
335,1232,हर एक दोस्त ने पूछा है कि 12 घंटे लिंग में तनाव ही रहता है इसका कोई उपाय बताइए हां हमारे पास कोई उपाय नहीं है लेकिन यह कोई अच्छी सोच ही तो है नहीं आपके आ जाने से तेजा जाएंगे तनाव लेकर जाएंगे तो अच्छा नहीं रहेगा ना लिंग में हो जाए सर में हो कहीं पर भी हो वह आपको नहीं करना है कृपया करके उसको डॉक्टर को दिखाइए यह कोई और थी तो नहीं है कहीं ठीक है ओके दोस्तों अगर आपको इस सवाल का जवाब पसंद आया नंबर 5 दबाएं
336,28,पत्नी गर्भवती नहीं हो रही है क्या कारण है कि अंडा निषेचित हो रहा है बाहर आ क्या आप दिन में देख कर भी नहीं है मेरी किसी बात हो सकती है कि शायद अंडा उनका और शायद अंडा आपका इतना स्पष्ट नहीं हो सकता ठीक नहीं मिल रहा हो वाप्किंग सांग ठीक-ठाक आप की जगह सोंग चुनाव प्रचार और बजाते हैं
337,205,धीरे करें कि कभी कभी कम गाढ़ा होता है कभी ज्यादा गाढ़ा होता है इसका क्या उपाय है लड़की चूत का मोटापा रतन होता है या पतलापन होता है वह अपने आप को मैनेज करता रहता है आपको चिंता करने की जरूरत नहीं है किसी चीज का प्रतीक नहीं है कि आज कोई ज्यादा अच्छा निकल रहा है कल कोई काम अच्छा नहीं चल रहा है ऐसा कुछ नहीं होता दोस्तों अगर आपको इस सवाल का जवाब बस अपनी फोन में नंबर 5 दबाएं
338,211,हमारे दोस्त कह रहे हैं कि हस्तमैथुन करते वक्त ने मुश्किल से ही वीर्य निकलता है यह भी कह रहे हैं कि ऊपर की चमड़ी भी नहीं है ऊपर की चमड़ी है क्या बे कोशिश की है शो थे यानी कि वीर्य निकल ही नहीं पा रहा तो पेशाब कैसे आ रहा है पहले तो यह बात है या आप यह कहने की जमीनीचे नहीं होता रही है जो ऊपर का एरिया है टोपी जैसा उसके नीचे क्या लिंग की चमड़ी है उसके नीचे कोई गम तो नहीं रहा आप साफ-सफाई रख रहे हैं पीछे कर सकते हैं यह सब चीजें हो रही है या नहीं हो रही है अभी नहीं हो पा रही है तो आपको से डॉक्टर को दिखाना होगा करे कभी लोगों का जो सामने कचरा होता है फोर स्किन को टाइट होता है लेकिन दिखा दीजिए ठीक से नहीं निकल रहा है ना तू वहां नरेगा प्रसिद्ध और बदबू भी हो सकती हो सकती है और आपको सेक्सी मराठी नहीं आएगा दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
339,14,हमारी दोस्त ने की महामारी में सेक्स करने से क्या बचा जा सकता है तो इसका जवाब है ना के बराबर एकदम ना के बराबर क्या होता है कि मैं आज डिलीवरी केसेस गर्भाशय में डिजाइनिंग सी बनती है प्रतिबंधित के बाहर आ जाती है तभी तो खून निकलता है तो उसकी वजह से बचने के चांस एकदम ना के बराबर हो जाते हैं
340,239,हमारे दोस्त कह रहे हैं कि उनको हॉस्पिटल करते हुए बहुत समस्या होती है और समस्या यह है कि जब वह हंस भजन करते हैं तो खाल जो है वहां की स्किन बिछड़ जाती है वह वाला ठीक हो जाती तेरा सजन करते हो फिर कैसे हो जाती अब आप पूछेंगे क्या दवा लगाकर हॉस्पिटल करना चाहिए कैसा सवाल है कि आप मुझे समझ नहीं आ रही है आपकी बात कोई चीज होती है खराब तो उसको अच्छा हूं करने में बहुत समय लग या फिर आप क्या 3 हफ्ते का इंतजार करते वक्त का इंतजार करते फिर करते हैं जब से आप इतना इंतजार करते हैं ऐसे नहीं है ना तो जाहिर है कि कोई चीज जो भी आप कर रहे हैं जो चल रहा है यहां पर जलन हो रही है शायद आपको कुछ और मैसेज आपकी एक बार डॉक्टर को दिखा दीजिए जयपुर चिल्ली भी सिटी में होता है ना तो डॉक्टर को भी दिखा दीजिए कि मुझे ऐसे बार-बार हो जाता है बताइए क्या बजे है यह बताने की जरूरत नहीं है कि मैं हंसता हूं तो ही ऐसे होता है शायद कोई दूसरा किंग का इनफेक्शन होगा इसका हमसे कोई संबंध नहीं है और ना ही हस्तमैथुन करते समय दवाई लगाना कोई इसका समस्या का समाधान होने वाला है आप खुद सोचिए जरा ओके और दूसरा सवाल का जवाब पसंद आया तो अपनी फोन में नंबर 5 दबाएं
341,238,हमारी दोस्त झारखंड से पूछ रहे हैं कि सेक्स करने के तरीके क्या होते हैं अच्छा आपको पता है कि एक ग्रंथ बनाया गया था जिससे पता नहीं कितने किशन की सेक्सी तरीके बताएं शो उस ग्रंथ को तो हम लोग फॉलो कर नहीं सकते क्योंकि वह तो शायद आपको ही होगी महायोगी कर पाए जिससे उसमें प्रदर्शन किए हैं लेकिन स्थित होती हैं आप ऐसा करिए कोई अच्छी बताएं जो कि आप को सेक्स के विषय उत्तेजना नहीं यानी कि कोई ब्लू फिल्म से कोई फोन वगैरा उसके ऊपर डिपेंड मत कीजिए वह जानकारी के लिए नहीं है सिर्फ भेजना के लिए है ना तो आपको चला मैं यह देती हूं कि आप जो है आपको अच्छी वेबसाइट कोई अच्छी पुस्तक उठा लीजिए और देख लीजिए उसमें किस किस तरह से सेक्स किया जाता है इस माध्यम से कि सेक्स किस तरह से करना है बता पाना मुमकिन नहीं होता वह हम नहीं कर सकते हम आपको सलाह जरूर दे सकते हैं क्या कोई अच्छी वेबसाइट देख लीजिए कोई अच्छी किताब पढ़नी चाहिए है ना इसके ऊपर किताबें बहुत बनी नहीं है और आपको देखकर अपने पार्टनर की रजामंदी के साथ आपको सेक्स कर सकते हैं ठीक है अगर आपको इस सवाल का जवाब पसंद आए अभी अपने फोन में नंबर 5 दबाएं
342,15,लिरिक्स को रोकना है तो कैसे रोका जाए सेक्स रोकना है तो आप बुरा तो नहीं लगा सकते ना ही कोई टाइम बना सकते हैं अब से ऊपरी आप नियंत्रित कर सकते भी अधिक है अच्छी बात है और मैसेज क्यों है अगर दोनों लोग रजामंद है तुम लोग खुश हैं तो इस टाइम में और आप दोनों का रिश्ता बड़ा कोई कहे तो आप देखें कि कैसी होनी चाहिए अंडरस्टैंडिंग होनी चाहिए जी टॉकीज थैंक यू
343,210,हमारे दोस्त पूछ रहे हैं कि यह कैसे पता चलेगा कि लड़की सेक्स के लिए राजी है उनके हाव भाव देखे समझ जाते हैं आप सेंड करते हैं तभी तो आपको पता चलेगा वरना कैसे पता चलेगा कोई सिग्नल तो आने वाला है नहीं कोई बटन से चलने वाला है नहीं कोई बैटरी तो होने वाली है नहीं है ना तो मेरी दोस्ती बनाई है इस समय उनके हाव-भाव को जानिए उनके सेक्स करने के प्रभु को तो कुछ समझ आ जाएगा इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
344,204,हमारी दोस्त पूछ रहे हैं कि क्या एक ही बार सेक्स करें कि बच्चा रह सकता है यह 6 सकता है यूनो अगर उस वक्त लड़की के अंदर से अंडा आ रहा हूं पहली बार आप ने सेक्स किया शुक्राणु को पकड़ लिया बच्चे जाएगा चाहे वह पहली बार ही क्यों ना हो मैं तो ठहर सकता है संभावना है तो हमेशा रहती है तो यह याद रखेगा के फूल दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो नंबर 5 दबाएं
345,29,हमारे दोस्त पूछ रहे हैं कि दृष्टि बाधित होने की वजह से लड़कियां मां से गिला करती हैं ऐसा क्यों है दुख की बात है और बहुत ही क्या करूं बहुत मायूसी हुई आपका यह जान है कि हमारे देश में अगर हमारे अंदर कोई भी छोटी-मोटी विकलांगता भी होती है या कोई भी शरीर की कमी होती है तो उन्होंने बहुत ही बुरी नजर से नीचे देख रहे हैं हम सभी चाहते हैं कि सब का शरीर को फिट होते तब एकदम ब्यूटी कॉन्टेस्ट किसके शरीर पूरी तरह से मुकम्मल होता है यह कोई सोचता नहीं है उम्मीद करते हैं कि आपको एक ऐसा साथी मिले जो आपको प्यार करते हो इज्जत करते हो और आपके अंदर की अच्छाइयां और आपकी खूबसूरती दोनों को चलाते हैं
346,1233,दिल्ली से हमारे दोस्त पूछ रहे हैं कि जब भी वे अपनी पत्नी के साथ संबंध बनाने के लिए चाहते हैं तो वीर्य जल्दी निकल जाता है बोलिए इसका क्या उपाय है आपको आप अपनी वाइफ को पसंद करते हैं वह आपको सेक्सी लगती आपकी मम्मी होती है बहुत ज्यादा होती है यदि उसे पर कि सारा दिन आप सोचते रहते हैं आज घर जाऊंगा तो मैसेज करूंगा जब आ जाएगी काम से मैं सेक्स करूंगा आप सुबह से ही सेट के बारे में सोच रहे हैं अपनी उत्तेजना ऊंचा कर लिया इतना हाय कर लिया कि उनको मैं स्टार्च हो रहा है आपको यह नहीं करना है आपको थोड़ी तेज सिंह करनी है काम के समय सेक्स के बारे में मत पूछिए दो और उस चाहिए अपने काम पर फोकस कीजिए नहीं नहीं मैं सिर्फ जोकिंग करेंगे जरूर सोचिए लेकिन जब आप आते हैं सेक्स की स्थिति में उसने पहले पार्टनर के लिए तो सच कितनी होनी चाहिए ना उनकी भी तोते से बनाएंगे तभी तो कोई काम करेगा आप एकदम आगे भाग रहे हैं जेट प्लेन की जैसे वह पीछे बैलगाड़ी में आ रही है तो कैसे बोल राधा बोल संगम होगा कि नहीं नहीं नहीं नहीं दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
347,1227,एका प्यारी सहेली ने लिखा है कि पीरियड के समय उसको बहुत दर्द होता है खैरियत में क्या करूं के बारे में क्या कारण हो सकता है सबसे बड़ा कारण हो सकता कुपोषण आप लोग अपने खाने पर बिल ध्यान नहीं देती हैं आपको लगता है कि नहीं कोई बात नहीं कोई बात नहीं और तुझे बाद में खाती हैं हमारा क्या है चल गया चल गया ऐसे नहीं होता और उन दिनों अगर चार-पांच दिनों के बीच में आपने खाना पीना शुरू कर भी दूसरे पर ज्यादा बाकी के 25 दिन आपने अभी खाने पीने पर ध्यान दीजिए अपनी न्यूट्रिशन को अच्छा कीजिए उसके बाद भी अगर बहुत दर्द हो रही है तो आप एक बार डॉक्टर को जरूर दिखा दीजिए घबराने की बात नहीं है चाहे तो आप दवा भी ले सकती हो रेस्ट कर सकती हो गर्म पानी का एक थैली सती हो कोई सिंपल मेडिसिन कि आप ले सकते हो जो मन करे आप खाओ जैसे मन करे आप कपड़ा पहनो जहां लेटना लेट हो मर्जी से अपने रहो और फिर भी अगर एकदम बहुत ज्यादा ही पीड़ा हो रही है दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
348,1347,हमारे दोस्त पूछ रहे हैं कि राजस्थान से माहवारी के दौरान सेक्स किया जा सकता है कि नहीं यस यस किया जा सकता है बस यह है कि थोड़ा सा वहां पर गिला पानी अथवा साथ चिपचिपा पानी ज्यादा हो तो आप नीचे एक का कोई कपड़ा आ गया कोई तो लिया है कुछ बिछाकर आप कर सकते हैं लेकिन दोस्ती करना चाहती हैं कि वह आपके साथ सेक्स करें कीरत के द्वारा जुकी भाई जी बहुत सारी महिलाओं को बहुत अच्छा लगता है उस टाइम पर क्योंकि शरीर एलाइक्स चेतन को मालूम है कि प्रेगनेंसी का कोई खतरा नहीं है एक चिकनाई बन रही होती है और हार्मोन का लेवल भी ऊंचा रहता है तो वह भी इंटरेस्टेड मौसम तोहर बहन चाहिए अगर बुरा मानते हैं तो आप आगे बढ़ेंगे वरना आप आगे नहीं बढ़ेंगे ठीक है जी ऑल द बेस्ट पसंद आया तो अभी अपने फोन में 5 दबाएं
349,1353,हिमाचल प्रदेश से हमारे दोस्त हैं और उन्होंने दो-चार बातें कहीं हैं और आज के कार्यक्रम का सेहरा आप ही के माथे में बनना चाहूंगी दोस्त आप जानते हैं आप कौन हैं नाम नहीं ले सकते लेकिन आज डेफिनटली मन तो कर रहा है कि आपका नाम लूं और आपको सलाम आपने कहा है पहले आपने हमें धन्यवाद दिया है कि आपको हमारे कार्यक्रम के जरिए शोषण वह भी यौन शोषण के बारे में पता चला है और आप अपने प्राण यदि ऐसा आप ही गर्लफ्रेंड हो या आप किसी के बारे में सुने तो आप देखेंगे कि कभी कोई यौन शोषण आपकी तरफ से ना हो बहुत-बहुत बधाई हो आपको धन्यवाद हमारे काम को भी सर आने के लिए और आपको भी अपनी सोच को विस्तृत करने के लिए इतना साफ सुंदर बनाने के लिए हम आपको बहुत साल साल साल तक उम्र तक अच्छी सेक्स की आशीर्वाद देते हैं और एक अच्छे साथी क्या आपको मिले उसका भी आपको बेस्ट विशेज देते हैं धन्यवाद आप दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
350,1186,हमारे दोस्त ऊंची है भोपाल से की योनि का द्वार कैसे पता करें यह कोई पुरानी कोई गुफा है सर जो कि आप ढूंढने के लिए निकल गए हो कृषि पर कोलंबस बन के शरीर में तो आप जानते ही नाम और की बनावट कैसी है यदि नहीं जानते तो किसी अच्छी वेबसाइट को खोलकर देख लीजिए उसमें कुछ तस्वीरें देख लीजिए की योनि होती कहां है कोई ऐसी कोई दबी हुई कोई पुरानी इमारत तो है नहीं कि आप को उनके सर में मिलेगी नहीं नाभि के नीचे जो योनि का इलाका है वहां पर पेशाब के लिए यहां तो कुछ नहीं जा सकता है कि मोनी जहां से रक्त रहता है यानी कि महावारी सफेद पानी से किया वहीं पर करते हैं बच्चा भी मैं से आता हूं गुदाद्वार जो कि आदमी औरतों में एक होता है की आप ढूंढ लेंगे सर दोस्तों अगर आपको इस सवाल का जवाब पसंद आया तो अभी अपने फोन में नंबर 5 दबाएं
